PID;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add
527214030;53;15401;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;1Fam;1Story;9;5;2004;
527226020;;31220;Pave;NA;Slightly irregular;Bnk;NoSewr;FR2;Gtl;Gilbert;Adjacent to feeder street;Normal;1Fam;1Story;6;2;1952;
527252080;60;8118;Pave;NA;Regular;HLS;AllPub;Inside;Gtl;Stone Brook;PosN;Near positive off-site feature--park, greenbelt, etc.;TwnhsE;1Story;9;5;2007;
527276040;;47280;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;1Story;6;5;1950;
527301170;46;20544;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;7;6;1986;1991
527301245;63;12680;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;7;6;1988;
527302050;78;12090;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;6;1981;
527302070;;10825;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;7;7;1983;
527302185;56;18559;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;7;5;1978;
527302210;85;14450;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;7;5;1979;
527325070;;12227;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northwest Ames;PosN;Normal;1Fam;2Story;6;7;1977;1995
527325240;90;13068;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;5;1976;
527326130;;15611;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;5;6;1977;
527354160;80;10400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;7;6;1980;1988
527357110;75;9743;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;5;6;1969;
527357180;;12511;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;7;7;1978;
527358120;104;11361;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;5;1976;
527359030;80;10400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;5;1976;
527359070;80;10480;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;7;6;1976;
527378020;80;10000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;5;6;1973;2000
527380240;;14311;Pave;NA;Slightly irregular;Lvl;AllPub;FR3;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;8;5;1996;
527401130;60;9000;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;North Ames;Norm;Normal;Duplex;2Story;5;5;1974;
527402060;65;9750;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;North Ames;Norm;Normal;1Fam;1Story;6;8;1969;
527402130;68;10295;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;North Ames;Norm;Normal;1Fam;1Story;4;6;1969;
527403360;63;7560;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;5;1971;
527425035;;12735;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;North Ames;Norm;Normal;1Fam;1Story;4;5;1972;
527427110;34;4060;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;TwnhsE;1Story;6;5;1998;1999
527450110;21;1680;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;Twnhs;2Story;6;5;1973;
527450250;21;1680;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;Twnhs;2Story;6;5;1973;
527450520;21;1890;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;Twnhs;2Story;6;6;1972;
527451060;21;1869;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;Twnhs;2Story;6;6;1970;
527451290;21;1680;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;Twnhs;2Story;6;5;1971;
527451400;21;1680;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;TwnhsE;2Story;6;3;1971;
527451550;21;1680;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;Twnhs;2Story;5;5;1972;
527452150;53;4043;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northpark Villa;Norm;Normal;TwnhsE;1Story;6;6;1977;
527453160;24;2308;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;Northpark Villa;Norm;Normal;TwnhsE;2Story;6;6;1975;
527454120;24;2529;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northpark Villa;Norm;Normal;Twnhs;1Story;7;6;1977;
527455270;;9477;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;5;1966;
528102030;96;12444;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;8;5;2008;
528102110;96;12474;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;10;5;2007;2008
528104050;114;14803;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;PosN;Near positive off-site feature--park, greenbelt, etc.;1Fam;1Story;10;5;2007;2008
528104080;67;14948;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2008;
528108150;98;12704;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;8;5;2007;
528110080;107;13891;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;8;5;2007;2008
528110110;105;13693;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;8;5;2007;
528114040;104;14418;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;9;5;2007;
528118030;108;13418;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2006;
528118090;96;12539;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;PosN;Normal;1Fam;2Story;10;5;2005;2006
528120130;102;12151;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2005;
528142020;74;8899;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2007;
528142140;85;10574;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2004;
528164060;106;12720;Pave;NA;Regular;HLS;AllPub;Inside;Mod;Northridge Heights;Norm;Normal;1Fam;1Story;10;5;2003;
528166120;110;13688;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2003;2004
528170070;85;10625;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;7;5;2003;2004
528172080;92;10845;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;8;5;2003;2004
528178070;130;16900;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2001;2002
528178090;112;16451;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2003;
528180110;58;10110;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;9;5;2008;
528180140;65;8769;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;9;5;2008;
528181010;135;12304;Pave;NA;Irregular;Lvl;AllPub;Corner;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;7;5;2005;
528186030;62;12677;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;8;5;2003;2004
528186080;63;8849;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;9;5;2005;
528186130;89;8232;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;9;5;2007;2008
528186160;48;6240;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;8;5;2006;2007
528186170;48;6240;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;8;5;2006;2007
528188090;36;2448;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;Twnhs;2Story;7;5;2003;2004
528188150;36;2448;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;Twnhs;2Story;7;5;2003;2004
528190010;59;8198;Pave;NA;Regular;Lvl;AllPub;FR3;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;7;5;2004;
528228345;;3940;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2003;
528228405;;3940;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2004;
528228445;43;3182;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2005;2006
528228465;43;3182;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;1Fam;1Story;7;5;2007;
528228540;53;3710;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;1Fam;1Story;7;5;2007;2008
528235020;80;9024;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;2004;
528235120;62;7415;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;2004;
528235180;59;9587;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;SLvl;7;5;2005;
528240040;51;8029;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;2005;
528240050;;8010;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;2002;2003
528250030;;8396;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;2003;
528253020;55;7301;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;7;6;2007;2008
528280130;93;10261;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;2000;
528280180;71;8220;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;2000;2001
528290010;60;15384;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;RRAn;Normal;1Fam;2Story;7;5;2004;2005
528290090;;7750;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;RRAn;Normal;1Fam;2Story;7;5;2002;
528292060;41;12460;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;Gilbert;RRAn;Normal;1Fam;2Story;7;5;1999;2000
528294060;77;8390;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;1999;
528315060;84;9660;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;2.5Unf;8;5;1997;
528315110;80;9200;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;2Story;8;5;1998;
528326030;84;14260;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;Northridge;Norm;Normal;1Fam;2Story;8;5;2000;
528326110;;11000;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;Northridge;Norm;Normal;1Fam;2Story;9;5;2000;
528346050;136;11675;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;1Story;8;5;1998;
528354100;97;10990;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Northridge;Norm;Normal;1Fam;2Story;7;5;1996;1997
528363020;;11929;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Northridge;Norm;Normal;1Fam;2Story;8;7;1995;
528363110;91;10437;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;1Story;8;6;1995;
528365060;96;10542;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;2Story;7;5;1993;1994
528365080;91;10010;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;2Story;7;5;1993;1994
528387050;81;10944;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;2Story;7;5;1994;
528390020;91;14303;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northridge;Norm;Normal;1Fam;1Story;8;5;1994;
528427010;92;11932;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;Somerset;Adjacent to feeder street;Normal;1Fam;1Story;8;5;2007;2008
528427070;86;14598;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Somerset;Adjacent to feeder street;Normal;1Fam;2Story;6;5;2007;
528429050;75;11957;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;RRAn;Normal;1Fam;1Story;8;5;2006;
528429070;74;13253;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;RRAn;Normal;1Fam;1Story;7;5;2006;
528429080;75;14587;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;9;5;2008;
528431060;78;10206;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2007;
528431080;91;12274;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2008;
528431120;73;9801;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2007;
528435020;80;9428;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2007;2008
528439010;87;10037;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Somerset;Adjacent to feeder street;Normal;1Fam;1Story;8;5;2006;2007
528458030;72;8640;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2007;2008
528458050;72;8640;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2007;2008
528462040;95;11639;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2007;2008
528477040;75;9803;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2005;
528478030;75;9375;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2003;2004
528478040;85;10625;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2005;
528480060;85;10800;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2007;2008
528480160;65;8125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;6;2007;
528482020;85;10625;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2007;
528488140;62;7500;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;7;5;2007;2008
528490080;64;8791;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;6;5;2003;
531363060;63;7500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;1Story;7;5;2004;2005
531371070;68;10110;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;6;5;2003;
531373060;67;12774;Pave;NA;Regular;Lvl;AllPub;FR2;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;7;5;2003;2004
531375050;63;13072;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Adjacent to East-West Railroad;Normal;1Fam;1Story;6;5;2005;2006
531375110;66;13695;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Adjacent to East-West Railroad;Normal;1Fam;1Story;5;5;2004;
531375120;66;13695;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Adjacent to East-West Railroad;Normal;1Fam;1Story;6;5;2003;2004
531376010;65;8366;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;6;5;2004;
531376070;81;9260;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Sawyer West;Norm;Normal;1Fam;1Story;7;5;2007;
531382090;65;8453;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;6;5;1995;
531382110;50;8480;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;6;5;1993;1994
531382120;65;8125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;1Story;6;5;1994;1998
531384030;43;14565;Pave;NA;Moderately Irregular;Lvl;AllPub;CulDSac;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;7;5;1994;1995
531385060;65;8450;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;6;5;2001;
531450030;75;8285;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;7;5;1992;
531450090;;7153;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;1Fam;1Story;6;5;1991;
531450170;76;9291;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Sawyer West;RRNe;Normal;1Fam;2Story;6;5;1993;
531451020;50;8012;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;TwnhsE;1Story;6;5;1993;1994
531452140;55;7892;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Norm;Normal;TwnhsE;1Story;6;5;1993;
532351050;70;9100;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Adjacent to East-West Railroad;Normal;1Fam;1Story;5;5;1963;
532353050;;12968;Pave;NA;Moderately Irregular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;1Story;5;6;1962;
532354150;75;8100;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Adjacent to feeder street;Normal;1Fam;1Story;5;8;1961;2007
532376170;65;8450;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Adjacent to East-West Railroad;Normal;2fmCon;1Story;5;5;1968;
532377020;60;6360;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Normal;1Fam;1Story;5;5;1963;
532378200;65;6768;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Sawyer;Adjacent to feeder street;Normal;1Fam;1Story;6;8;1961;1996
532477030;95;19508;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Veenker;Norm;Normal;1Fam;1Story;6;5;1974;
532479020;70;10759;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Sawyer;Adjacent to feeder street;Normal;1Fam;1.5Fin;5;4;1972;
533125080;;9205;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;2Story;6;5;1990;1991
533125140;105;11025;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;1.5Fin;9;5;1993;1994
533206050;59;4282;Pave;Pave;Moderately Irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;TwnhsE;1Story;7;5;2004;
533208080;35;4017;Pave;Pave;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;TwnhsE;2Story;7;5;2006;2007
533208140;37;3435;Pave;Pave;Slightly irregular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;TwnhsE;1Story;7;5;2004;2005
533212050;30;3180;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;TwnhsE;2Story;6;5;2005;
533212140;30;3180;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;TwnhsE;2Story;7;5;2007;
533212150;34;3604;Pave;Pave;Regular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;TwnhsE;2Story;7;5;2007;
533213070;24;2280;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;Twnhs;2Story;7;5;1999;
533213120;24;2280;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;Twnhs;2Story;6;5;1999;
533215020;;4765;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;TwnhsE;1Story;9;5;2000;
533215030;;4538;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;TwnhsE;1Story;9;5;2001;
533215040;42;4385;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;TwnhsE;1Story;9;5;2001;
533215070;35;4109;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;TwnhsE;1Story;9;5;1999;2000
533215080;50;5119;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Somerset;Norm;Normal;TwnhsE;1Story;9;5;1999;2000
533217050;24;2160;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;Twnhs;2Story;7;5;1999;2000
533217060;24;2160;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;Twnhs;SLvl;7;5;1999;2000
533234020;79;10646;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2001;
533236060;24;2645;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;Twnhs;2Story;8;5;1999;
533236070;24;2645;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;Twnhs;2Story;8;5;1999;2000
533236090;36;3951;Pave;Pave;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;TwnhsE;2Story;10;5;1998;1999
533250050;38;14963;Pave;NA;Moderately Irregular;Lvl;AllPub;Inside;Gtl;Veenker;Norm;Normal;TwnhsE;1Story;8;5;1996;
533250110;22;11064;Pave;NA;Moderately Irregular;Lvl;AllPub;CulDSac;Gtl;Veenker;Norm;Normal;TwnhsE;1Story;8;5;1995;
533250160;32;10846;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Veenker;Norm;Normal;TwnhsE;1Story;8;5;1993;
533251120;;11120;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Veenker;Norm;Normal;1Fam;1Story;6;6;1984;
533350090;;24572;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Veenker;Norm;Normal;1Fam;2Story;9;3;1977;
533350120;103;16280;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Veenker;Norm;Normal;1Fam;1Story;8;9;1976;2007
534104100;;7500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2002;
534126090;80;10400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;7;6;1970;
534127210;;11104;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;SLvl;6;6;1969;
534127230;85;11050;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;5;1968;
534128050;80;11040;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;7;1971;2004
534129060;;15387;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;7;7;1967;
534175140;75;9750;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;RRAn;Normal;Duplex;1Story;5;6;1965;
534177180;90;10800;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;6;7;1974;1997
534201240;73;8814;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Adjacent to feeder street;Normal;1Fam;2Story;5;6;1968;
534202130;72;8872;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;8;1965;2008
534204030;65;8125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;7;1965;2005
534225110;72;11072;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;5;1965;
534225120;74;13101;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;Duplex;1Story;5;5;1965;
534250010;87;9246;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Adjacent to feeder street;Normal;Duplex;1Story;5;5;1973;
534250335;;13355;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;7;6;1971;
